valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;tipo;suite;academia;varanda;transporte;salao;planejado;acabamento
240000;30/10   Ref. Imovel: V41239   Apartamento Padrao   Apartamento   Parque Residencial Flamboyant   Residencial Boulevard Flamboyant   56m   2 Dormitorios.  O Condominio Boulevard Fla...;Parque Residencial Flamboyant; São José dos Campos;2;1;2;56;0;300;Destaque;2;0;0;0;0;0;0;0
430000;Excelente casa em condomínio fechado! 3 dormitorios, sendo 1 suite, sala 2 ambientes, closet, churrasqueira, forno a lenha. O condomínio possui portaria e segurança 24 horas, Área...;Condomínio Jardim dos Hibiscos; Jardim dos Hibiscos;3;2;3;120;0;400;Super destaque;6;1;0;0;0;0;0;0
859000;Cód: NBAP22778. RARIDADE!!!! GRANDE OPORTUNIDADE NO CORAÇÃO DE BOTAFOGO!! Apartamento todo modernizado, hidráulica e elétrica, bem localizado, colado ao metrô, farmácias, escolas,...;Rua da Passagem; Botafogo;2;1;3;75;223;1000;Super destaque;2;0;0;0;0;0;0;0
6950000;PAVIMENTO INFERIOR: GARAGEM PARA 8 CARROS, DEPENDENCIA DE CASEIRO, DEPÓSITO, HALL SOCIAL, ELEVADOR E ADEGA.  PAVIMENTO TÉRREO: SALA DE ESTAR, SALA DE LAREIRA, SALA DE JANTAR,, HOME...;Alphaville; Barueri;5;10;11;953;0;0;Super destaque;9;0;0;0;0;0;0;0
872619;Informações: Betania Silva   Corretora de imóveis CRECI PE 13.015 Contato: +   Já se imaginou vivendo num apartamento de alto padrão próximo à uma área paradisíaca de uma bela prai...;Rua Bernardo Vieira de Melo; Centro Jaboatao;3;2;3;96;0;0;Nenhuma;2;0;0;0;0;0;0;0
150000;Conquiste seu Imóvel!  Linda casa com ótima estrutura, terreno facil para ampliação, 3 quartos um deles suíte, sala, cozinha, banheiros social, garagem e área de lazer!  Entradas a...;Rua A; Tomba;3;1;1;63;0;0;Nenhuma;6;1;0;0;0;0;0;0
750000;Lindo Apto frente Colégio Mendel/ próximo metrô 3 dormitórios (1 suíte) armários planejados/ lavabo/ sala 2 ambientes/ cozinha planejada/ área de serviço/ dependência de empregada/...;Rua Padre Estevão Pernet; Tatuapé;3;2;3;82;120;680;Nenhuma;2;1;0;0;0;0;1;1
185000;Excelente sala comercial! Andar alto, ensolarado, com duas salas, recepção,2 banheiros , janelas bem arejado e pronta para uso.portaria vinte e quatro horas , 1 vaga. Excelente loc...;Rua Joaquim Manuel de Macedo; Barra Funda;2;1;2;35;157;520;Nenhuma;9;0;0;0;0;0;0;0
220000;A fazenda/sítio/chácara está localizado no bairro Verava possui 90 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui espaço gourmet, espaço jardinado, parquinho in...;Verava; Ibiúna;3;3;2;90;0;0;Nenhuma;9;1;0;0;1;0;0;0
450000;Casa em Condomínio para Venda no bairro Recreio Ipitanga, localizado na cidade de Lauro de Freitas / BA.     Com 3 dormitórios, sendo 3 suítes, possui 4 banheiros, 2 vagas de garag...;Rua Rio das Graças; Recreio Ipitanga;3;2;4;152;0;0;Destaque;6;1;0;0;0;0;0;0
379000;Nós da CTRL+T Assessoria Imobiliária oferecemos esta ótima opção para você que procura sua casa nova  Excelente casa em término de construção com 168 m² de terreno e 76 m² de área...;Barreiro Rural; Taubaté;2;2;2;76;0;0;Nenhuma;6;0;0;0;0;0;0;0
450000;A fazenda/sítio/chácara está localizado no bairro Centro possui 600 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui espaço gourmet, jardim, parquinho infantil, l...;Praça Três Poderes; Cachoeira ;3;3;2;600;0;0;Nenhuma;9;1;0;0;1;0;0;0
320000;O apartamento no bairro Vila das Belezas possui 55 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, área verde de jardim, área de...;Rua Gregório Allegri; Vila das Belezas;2;1;2;55;6;389;Nenhuma;2;1;0;0;1;0;0;0
520000;IMÓVEL PARA VENDA EM CURITIBA NO BAIRRO DA CIDADE INDUSTRIAL (CIC). LINDA CASA COM 2 PAVIMENTOS, TODA REFORMADA COM EXCELENTE ACABAMENTO. SALA PARA 2 AMBIENTES, TETO REBAIXADO, AR...;Rua José Pereira dos Anjos; Cidade Industrial;4;2;2;240;0;0;Destaque;6;0;0;0;0;0;0;0
145000;Entrada a partir de $25,000,00 Parcelas a combinar de acordo com renda  Trabalho com todos os correspondentes bancários!  Linda casa com ótima estrutura, ótimo padrão, recem pintad...;Rua Cordeirópolis; Mangabeira;2;1;1;72;0;0;Nenhuma;6;0;0;0;0;0;0;0
27390;O lote/terreno no bairro Parajuru com 198 metros quadrados  Parajuru é um pequeno vilarejo no nordeste do Brasil, localizado a 105 Km de Fortaleza   Ceará e próximo a praia de Cano...;Parajuru; Beberibe;1;0;1;198;180;0;Nenhuma;5;0;0;0;1;0;0;0
238900;  GREEN PARK   RESIDENCIAL E COMERCIAL    *Cotas de participação a preço de custo   2 e 3 dormitórios de 59 a 84 m²   Opções de coberturas e unidades com quintal     Todas unidades...;Rua Anápolis; Parque Industrial;2;1;2;59;0;300;Nenhuma;2;0;0;0;0;0;0;0
477000;O apartamento está localizado no bairro Vila Andrade tem 67 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui parquinho com diferentes brinquedos, espaço gourmet, s...;Rua José da Silva Ribeiro; Vila Andrade;2;1;2;67;2000;660;Destaque;2;1;0;0;1;0;0;0
690000;Sobrado em Santa Terezinha, local excelente, a 5 minutos, ou menos de 2km da Av Braz Leme, 2 km da região de Santana, fácil acesso as principais regiões da Zona Norte. Sobrado com...;Santa Teresinha; São Paulo;2;1;2;80;0;0;Nenhuma;9;0;0;0;0;0;0;0
285000;Casa Nova com Excelente acabamento à venda. Rua Das Garças   Florais do Paraná.  1 Suíte 2 Quartos Banheiro Social Sala Cozinha Lavanderia 2 Vagas de garagens com portão eletrônico...;Floresta; Cascavel;3;2;2;72;0;0;Nenhuma;6;1;0;0;0;0;0;0
270000;Apartamento   Jardim América   Residencial Spazio Campo Azuli   55m²   2 Dormitórios.  O condomínio Spazio Campo Azuli está localizado no Jardim América, possui fácil acesso às pri...;Rua Mar Del Plata; Jardim América;2;1;2;55;400;250;Nenhuma;2;0;0;0;0;0;0;0
190004;L004 contato whatsapp (9.8.)9..3.4.4.7.  Chegou o mais novo queridinho da @canopusconstrucoes o Gran Village Araçagi IV. Empreendimento sofisticado e na região onde mais cresce em...;Araçagy; São José de Ribamar;2;1;2;57;0;0;Nenhuma;5;0;0;0;0;0;0;0
266000;APARTAMENTO RESIDENCIAL A VENDA NO ACQUA SERVENG.  LOCALIZADO PROXIMO AO HOSPITAL POLICLIN,MENOS DE 5 MINUTOS DO CENTRO.  AREA DE LAZER COMPLETA!  2 DORMITORIOS SENDO 1 SUITE SALA...;Jardim Paraíba; Jacareí;2;1;1;62;550;362;Nenhuma;2;1;0;0;0;0;0;0
190012;L004 contato whatsapp (9.8.)9..3.4.4.7.  Chegou o mais novo queridinho da @canopusconstrucoes o Gran Village Araçagi IV. Empreendimento sofisticado e na região onde mais cresce em...;Araçagy; São José de Ribamar;2;1;2;57;0;0;Nenhuma;5;0;0;0;0;0;0;0
360000;Apartamento com 2 dormitórios sendo 1 suíte, banheiro social, lavabo, área de serviço, cozinha, churrasqueira, living com 2 ambientes, box para carro, sacada integrada. Prédio com...;; Tramandaí;2;1;2;80;0;0;Nenhuma;2;1;0;1;0;0;0;0
850000;*** Magic Place, Apartamento para investimento / moradia, solicite os rendimentos ***  Fotos e vídeo reais  Cod: 37421  O Condomínio Magic Place Guarará Flat é bem equipado com div...;Rua Guarará; Jardins;2;2;2;66;226;1430;Super destaque;2;0;0;0;0;0;0;0
1470000;Casa para venda com 4 quartos, suíte, piscina, 450 m² de construção por R$ 1.470.000,00 em Jardim Camburi   Vitória   ES  Uma casa super aconchegante, ampla, arejada, pronta para v...;Rua Oswaldo Bastos de Souza Freitas; Jardim Camburi;4;3;4;450;0;0;Super destaque;6;1;0;0;0;0;0;0
1450000;Casa térrea possuindo 5 dormitórios sendo 4 suítes 1 banheiro social Sala com lareira Sala de jantar Cozinha Mezanino Área de serviços Ampla varanda  Cozinha externa Churrasqueira...;Condomínio Porta do Sol; Mairinque;5;20;6;2000;0;0;Super destaque;6;1;0;1;0;0;0;0
240000;Casa térrea no Marista Sul   Casa térrea, 3 quartos sendo uma suíte, toda do porcelanato, área gourmet.  Área total de 180 m² com 108 m² de construção. Excelente localização.  Agen...;Rua 19; Setor Marista Sul;3;2;2;108;0;0;Nenhuma;6;1;0;0;0;0;0;1
139004;L004 contato whatsapp (9.8.)9.8.8.7.1.3.4.4.7.  Chegou o mais novo condomínio completo e uma das melhores localização de são Luís. Empreendimento Villa Park já lançou e com preço p...;Estrada da Mata; Cidade Operaria;2;2;2;46;0;0;Nenhuma;5;0;0;0;0;0;0;0
265000;O Edifício Boulevard Flamboyant está localizado no Parque Residencial Flamboyant, possui fácil acesso às principais vias da cidade.  Conheça as características deste lindo apartame...;Avenida José Pinto da Cunha; Parque Residencial Flamboyant;2;1;2;60;350;380;Nenhuma;9;0;0;0;0;0;0;0
320000;Casa térrea, 3 quartos sendo 1 suíte, telhado embutido, sala com pé direito elevado, piso em porcelanato, 190 m² de terreno e 105 m² de construção, área de serviço e garagem cobert...;Rua das Codornas; Setor Morada dos Pássaros;3;2;2;105;0;0;Nenhuma;6;1;0;0;0;0;0;1
495000;Sobrado NOVO ! Ótima Localização! ++ Próximo do lago da Fé ++ ++ Acabamento de Qualidade, Moderno ++ ++ Porcelanatos, Esquadrias em Alumínio, Mármores e Granitos de excelência ++ +...;Rua Antenor Avelino dos Santos; Jardim das Figueiras I;3;0;2;80;0;0;Nenhuma;9;0;0;0;0;0;0;1
380000;Ótimo terreno, 8,10X27, plano, uma casa terreá na frente e nos fundos. Casa frente : 2 dorms, sala , cozinha, 1 wc , lavanderia, 5 vagas... casa fundo: 1 dorm, sala, cozinha 1 vaga...;Parque Santo Antônio; Guarulhos;3;5;2;320;0;0;Nenhuma;6;0;0;0;0;0;0;0
170000;Apartamento   2 Dormitórios   Bairro Camaquã ]]>;Rua João Mora; Camaquã;2;0;1;47;100;310;Nenhuma;2;0;0;0;0;0;0;0
340000;O apartamento está localizado no bairro Vila das Belezas com 55 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, jardim, área de brinquedo para as crianç...;Rua Gregório Allegri; Vila das Belezas;2;1;2;55;2;386;Nenhuma;2;1;1;0;1;0;0;0
265000;Condomínio Clube Viva Mais Barueri! Apartamento com 2° andar com:  2 dormitórios com suíte sacada 1 vaga de garagem Banheiro Cozinha Lavanderia Sala Apartamento todo reformado em G...;Avenida Henrique Gonçalves Baptista; Jardim Belval;2;1;1;59;0;350;Nenhuma;2;1;0;1;0;0;0;0
123000;Auxiliadora Predial São Leopoldo vende Terreno no bairro Lomba Grande em Novo Hamburgo. Pronto para construir, lugar tranquilo com muita natureza, em lomba grande com fácil acesso....;Lomba Grande; Novo Hamburgo;1;0;1;600;0;0;Nenhuma;8;0;0;0;0;0;0;0
360000;Anderson Martins vende na 1 quadra do mar de Itaparica Apartamento com 2 quartos, excelente localização, pronto para morar, montado com armários, fechamento de varanda, prédio com...;Rodovia do Sol; Praia de Itaparica;2;1;2;84;0;0;Nenhuma;2;0;0;1;0;0;0;0
730000;EXECELENTE APARTAMENTO NA RUA SÃO PAULO. 79M², 3 DORMITÓRIOS, SENDO 1 SUÍTE, 2 VAGAS DETERMINADAS, ANDAR ALTO E VISTA LIVRE. CONDOMÍNIO COM LAZER COMPLETO. AGENDE AGORA SUA VISITA...;Rua São Paulo; Ceramica;3;2;2;79;0;0;Nenhuma;2;1;0;0;0;0;0;0
205000;Você encontrou o imóvel dos seus sonhos em um dos melhores bairros de Praia Grande: a Tupi! A região oferece diversas opções de serviços e lazer, como supermercados, padarias, rest...;Vila Tupi; Praia Grande;1;1;1;50;200;364;Destaque;9;0;0;0;0;0;0;0
190009;L004 contato whatsapp (9.8.)9..3.4.4.7.  Chegou o mais novo queridinho da @canopusconstrucoes o Gran Village Araçagi IV. Empreendimento sofisticado e na região onde mais cresce em...;Araçagy; São José de Ribamar;2;1;2;57;0;0;Nenhuma;5;0;0;0;0;0;0;0
240080;ANUNCIO GREEN PARK   para WhatsApp   *GREEN PARK   RESIDENCIAL E COMERCIAL*  2 e 3 dormitórios de 58 a 84 m²   Opções de coberturas e unidades com quintal     Todas unidades com va...;Rua Pimenteiras; Parque Industrial;2;1;1;59;480;250;Nenhuma;2;0;0;0;0;0;0;0
180000;Terreno à venda em Atibaia   Terreno de 175 m² no Nova Atibaia, bairro residencial em plena valorização, com comércio próximo e acesso às rodovias.  Agende sua visita! Imobiliária...;Nova Atibaia; Atibaia;1;0;1;175;0;0;Nenhuma;8;0;0;0;0;0;0;0
195000;Casa no Jardim Alto Paraíso !!  Excelente e nova e nunca habitada. Casa com 2 quartos, sendo 1 suíte, sala , cozinha no granito, piso porcelanato, toda no blindex área gourmet com...;Alto Paraiso; Aparecida de Goiânia;2;2;3;180;0;0;Nenhuma;6;1;0;0;0;0;0;1
250000;Casa com 02 quartos, sala ampla com teto rebaixado em gesso, banho social, cozinha com pia e bancada em granito, área de serviço separada e coberta, entrada individual e 02 vagas d...;Vila Verde; Betim;2;2;1;606;1;1;Nenhuma;6;0;0;0;0;0;0;1
760000;Linda casa NOVA com 137m² de construção 3 dormitórios sendo 1 Suíte Sala c/ pé direito alto cozinha americana área gourmet integrada com a cozinha banheiro social, lavabo 4 vagas d...;Rua Cláudia Grimaldi; Residencial Jardim de Monaco ;3;4;1;173;0;0;Nenhuma;6;1;0;0;0;0;0;0
370000;O apartamento está localizado no bairro Vila das Belezas possui 55 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, jardim, playground, salão de festas....;Rua Gregório Allegri; Vila das Belezas;2;1;2;55;3;386;Nenhuma;2;1;1;0;1;1;0;0
216000;PLANTÃO 24H  (9.8.). 9 8.4.2.1. .6.6.8.5 Será um prazer em lhe ajudar! MARIA ISABEL   Imperdível casa em condomínio fechado.    64m² de área construída   160m² (lote)   2 Quartos,...;Travessa Bob Kenedy; Araçagy;2;1;2;64;0;0;Nenhuma;6;0;0;0;0;0;0;0
3200000;Apartamento residencial alto padrão à venda  Excelente localização, no Bairro Jardim em Santo André.  356 metros   04 Dormitórios   04 Suítes   06 Vagas de garagem   Varanda gourme...;Jardim; Santo André;4;6;7;356;1;1800;Super destaque;2;1;0;1;1;0;0;0
10000000;Procurando um endereço comercial com ótima localização? Vem com a #Desenrola.   Localizado na região central, em uma rua muito movimentada e de fácil acesso. Além disso, fica próxi...;Rua da Consolação; Bela Vista;1;0;2;1360;20000;1000;Super destaque;9;0;0;0;0;0;0;0
3300000;Apartamento à venda no Nova York Penthouses. São 197m² de área, 3 suítes, pé direito duplo na sala, mezanino, sala de TV. Sala para 2 ambientes, terraço com fechamento em vidros, p...;Rua Nova York; Brooklin;3;3;5;196;0;1900;Super destaque;2;1;0;1;0;0;0;0
170000;Apartamento   2 Dormitórios   Bairro Camaquã ]]>;Rua João Mora; Camaquã;2;0;1;47;100;310;Nenhuma;2;0;0;0;0;0;0;0
550000;"Casa pronta para morar, com a Área construída: 127m² e Terreno: 180m² (12 x 15).   *Características do imóvel:    03 quartos: (sendo 03 suítes);   02 vagas de garagem;   Closet;  ...";Sapiranga; Fortaleza;3;2;4;127;0;0;Nenhuma;6;1;0;0;0;0;0;0
265000;Condomínio Clube Viva Mais Barueri! Apartamento com 2° andar com:  2 dormitórios com suíte sacada 1 vaga de garagem Banheiro Cozinha Lavanderia Sala Apartamento todo reformado em G...;Avenida Henrique Gonçalves Baptista; Jardim Belval;2;1;1;59;0;350;Nenhuma;2;1;0;1;0;0;0;0
123000;Auxiliadora Predial São Leopoldo vende Terreno no bairro Lomba Grande em Novo Hamburgo. Pronto para construir, lugar tranquilo com muita natureza, em lomba grande com fácil acesso....;Lomba Grande; Novo Hamburgo;1;0;1;600;0;0;Nenhuma;8;0;0;0;0;0;0;0
170000;O apartamento possui 02 quartos, 01 banheiro, sala, cozinha e área de serviço.  Todo reformado.   Possui espaço para festas, espaço gourmet. Vai lhe possibilitar curtir os dias mai...;Catu de Abrantes Abrantes; Camaçari;2;1;1;58;0;282;Nenhuma;2;0;0;0;0;0;0;0
676190;Ao entrar em contato conosco, informe o código (TR65057) ao pré atendente de plantão.  Entre no nosso Site www.triunfoimoveis.com   digite o mesmo código e veja mais detalhes deste...;Rua Judite Martins; Pedras;3;2;3;90;0;0;Nenhuma;9;0;0;0;0;0;0;0
360000;Anderson Martins vende na 1 quadra do mar de Itaparica Apartamento com 2 quartos, excelente localização, pronto para morar, montado com armários, fechamento de varanda, prédio com...;Rodovia do Sol; Praia de Itaparica;2;1;2;84;0;0;Nenhuma;2;0;0;1;0;0;0;0
375000;Belíssima casa nova em Jardim Colorado Goiânia •3 quartos sendo 1 suíte •cozinha • sala pra 2 ambientes, com iluminação em Led. •garagem pra 3 carros, sendo 2 cobertos, • piso porc...;Jardim Colorado; Goiânia;3;3;2;105;0;0;Destaque;6;1;0;0;0;0;0;0
730000;EXECELENTE APARTAMENTO NA RUA SÃO PAULO. 79M², 3 DORMITÓRIOS, SENDO 1 SUÍTE, 2 VAGAS DETERMINADAS, ANDAR ALTO E VISTA LIVRE. CONDOMÍNIO COM LAZER COMPLETO. AGENDE AGORA SUA VISITA...;Rua São Paulo; Ceramica;3;2;2;79;0;0;Nenhuma;2;1;0;0;0;0;0;0
240000;Casa 3/4 um suíte cerca elétrica motor no portão porcelanato lâmpadas de LED área gourmet lote 150 MTS área construída 104;São João; Anápolis;3;2;2;104;0;0;Nenhuma;6;1;0;0;0;0;0;1
549800;Sobrado frontal 3 dormitórios Penha  * Última unidade! *  Belíssimo sobrado frontal na região da Penha! Imóvel possui excelente acabamento em porcelanato, 3 dormitórios sendo 1 suí...;Penha; São Paulo;3;2;3;100;0;0;Nenhuma;9;0;0;0;0;0;0;1
180000;Terreno à venda em Atibaia   Terreno de 175 m² no Nova Atibaia, bairro residencial em plena valorização, com comércio próximo e acesso às rodovias.  Agende sua visita! Imobiliária...;Nova Atibaia; Atibaia;1;0;1;175;0;0;Nenhuma;8;0;0;0;0;0;0;0
420000;Linda Casa Condomínio Bairro Rouxinóis *Fino Acabamento **R$ 420 Mil **  **VALOR R$ 420.000 MIL **  **VALOR DO CONDOMÍNIO R$ 100 ** *3 quartos sendo 1 suíte *,2 banheiros *2 vagas...;Centro; Campo Grande;3;0;2;200;0;0;Nenhuma;6;1;0;0;0;0;0;0
170000;O sobrado no bairro Jardim Rio Negro possui 90 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros;Rua Dois; Jardim Irma Dolores;2;1;2;90;0;0;Destaque;9;1;0;0;1;0;0;0
216000;PLANTÃO 24H  (9.8.). 9 8.4.2.1. .6.6.8.5 Será um prazer em lhe ajudar! MARIA ISABEL   Imperdível casa em condomínio fechado.    64m² de área construída   160m² (lote)   2 Quartos,...;Travessa Bob Kenedy; Araçagy;2;1;2;64;0;0;Nenhuma;6;0;0;0;0;0;0;0
115000;Br272  GRAVATA 1  CASA A VENDA DE 2 QUARTOS SENDO 1 SUÍTE, SALA, COZINHA, BANHEIRO E ÁREA DE SERVIÇO VALOR 115 MIL  CASA AVENDA DE 1 QUARTOS , SALA, COZINHA, BANHEIRO E ÁREA DE SER...;Unamar; Cabo Frio;2;0;1;80;0;0;Nenhuma;6;1;0;0;0;0;0;0
235000;Oportunidade! .Oportunidade! . Serra Dourada I .   Casa 3 quartos incluíndo uma suíte, cozinha, copa, sala, varanda, garagem e quintal.  Imovel Escriturado e Registrado   No pavime...;Rua Argônio; Serra Dourada I;3;0;2;240;0;0;Nenhuma;6;1;0;1;0;0;0;0
520000;Sobrado com 2 dormitórios à venda, 167 m² por R$ 520.000   Vila Antônio Augusto Luiz   Caçapava/SP.  Sobrado na Vila Antônio Augusto, venha conhecer um pouco mais das característic...;Rua Doutor Getúlio Evaristo dos Santos; Vila Antonio Augusto Luiz;2;4;4;167;0;0;Nenhuma;5;0;0;0;0;0;0;0
420000;3 quartos com suíte e armários na cozinha e nos banheiros Cód: 20196 M Anderson Martins vende 3 quartos suíte, 1 vaga de garagem, andar alto, armários na cozinha, banheiros, no qua...;Rua Ayrton Senna da Silva; Itapuã;3;1;2;85;0;0;Nenhuma;9;1;0;0;0;0;0;0
600000;Ao entrar em contato conosco, informe o código (TR56624) ao pré atendente de plantão.  Entre no nosso Site www.triunfoimoveis.com   digite o mesmo código e veja mais detalhes deste...;Rua Silva Paulet; Dionísio Torres;3;2;4;114;0;500;Nenhuma;9;0;0;0;0;0;0;0
350000;A casa de condomínio está localizado no bairro Jardim Jaraguá com 110 metros quadrados com 2 quartos e 2 banheiros Possui parquinho com diferentes brinquedos, área verde de jardim....;Rua Francisco Bellazzi; Jardim Jaraguá;2;3;2;110;0;460;Destaque;3;0;0;0;1;0;0;0
170000;Área construída: 35m2 aprox Vagas de estacionamento em frente Detalhes:  Loja 2 (sala branca) 32m2 1 banheiro Construção em alvenaria com porta de vidro, grades pantográficas na en...;Rio Tavares; Florianópolis;1;1;1;35;0;0;Super destaque;9;0;0;0;0;0;0;0
429956;Apartamento à venda no Edfício Iporã em Campinas   SP.  Apartamento com 3 dormitórios, sendo 1 suíte, 2 banheiros, 1 vaga da garagem, aquecedor a gás, cozinha planejada, sala para...;Rua Mogi Guaçu; Jardim Flamboyant;3;1;2;100;75;400;Super destaque;2;1;0;0;0;0;1;0
460000;A casa está localizado no bairro Centro tem 166 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro Vai lhe possibilitar curtir os dias mais quentes na piscina, aproveitar a...;Centro; São Vicente;3;2;1;166;253;0;Super destaque;6;1;0;0;1;0;0;0
